,dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
554997,1884-04-01,24.806,0.936,Tocantins,Brazil
554998,1884-05-01,24.81,0.944,Tocantins,Brazil
554999,1884-06-01,24.535,1.139,Tocantins,Brazil
555000,1884-07-01,24.994000000000003,0.928,Tocantins,Brazil
555001,1884-08-01,26.644,0.913,Tocantins,Brazil
555002,1884-09-01,26.457,1.018,Tocantins,Brazil
555003,1884-10-01,25.897,0.932,Tocantins,Brazil
555004,1884-11-01,24.913,0.969,Tocantins,Brazil
555005,1884-12-01,24.478,1.063,Tocantins,Brazil
555006,1885-01-01,23.888,1.12,Tocantins,Brazil
555007,1885-02-01,24.294,1.144,Tocantins,Brazil
555008,1885-03-01,24.455,0.951,Tocantins,Brazil
555009,1885-04-01,25.559,0.993,Tocantins,Brazil
555010,1885-05-01,25.889000000000006,1.042,Tocantins,Brazil
555011,1885-06-01,24.86,0.994,Tocantins,Brazil
555012,1885-07-01,25.631,0.999,Tocantins,Brazil
555013,1885-08-01,26.297,0.989,Tocantins,Brazil
555014,1885-09-01,27.231,0.916,Tocantins,Brazil
555015,1885-10-01,26.38,0.971,Tocantins,Brazil
555016,1885-11-01,25.618,1.179,Tocantins,Brazil
555017,1885-12-01,25.771,1.254,Tocantins,Brazil
555018,1886-01-01,24.64,1.36,Tocantins,Brazil
555019,1886-02-01,23.832,1.018,Tocantins,Brazil
555020,1886-03-01,24.834,0.93,Tocantins,Brazil
555021,1886-04-01,25.645,0.885,Tocantins,Brazil
555022,1886-05-01,24.972,1.022,Tocantins,Brazil
555023,1886-06-01,24.191,1.005,Tocantins,Brazil
555024,1886-07-01,24.752,1.082,Tocantins,Brazil
555025,1886-08-01,25.7,1.047,Tocantins,Brazil
555026,1886-09-01,27.09,0.923,Tocantins,Brazil
555027,1886-10-01,26.154,0.986,Tocantins,Brazil
555028,1886-11-01,25.23,0.957,Tocantins,Brazil
555029,1886-12-01,24.872,1.225,Tocantins,Brazil
555030,1887-01-01,24.061,1.11,Tocantins,Brazil
555031,1887-02-01,24.632,1.317,Tocantins,Brazil
555032,1887-03-01,24.537,0.966,Tocantins,Brazil
555033,1887-04-01,25.455,0.899,Tocantins,Brazil
555034,1887-05-01,25.419,0.949,Tocantins,Brazil
555035,1887-06-01,24.824,0.999,Tocantins,Brazil
555036,1887-07-01,24.876,0.973,Tocantins,Brazil
555037,1887-08-01,26.418000000000003,1.156,Tocantins,Brazil
555038,1887-09-01,27.299,0.943,Tocantins,Brazil
555039,1887-10-01,26.685,0.907,Tocantins,Brazil
555040,1887-11-01,25.345,1.063,Tocantins,Brazil
555041,1887-12-01,25.353,0.973,Tocantins,Brazil
555042,1888-01-01,24.181,1.392,Tocantins,Brazil
555043,1888-02-01,24.448,1.065,Tocantins,Brazil
555044,1888-03-01,24.598000000000003,0.918,Tocantins,Brazil
555045,1888-04-01,25.002,0.945,Tocantins,Brazil
555046,1888-05-01,25.293000000000006,0.889,Tocantins,Brazil
555047,1888-06-01,24.965,0.882,Tocantins,Brazil
555048,1888-07-01,24.983,0.901,Tocantins,Brazil
555049,1888-08-01,26.463,0.898,Tocantins,Brazil
555050,1888-09-01,28.162,1.3119999999999998,Tocantins,Brazil
555051,1888-10-01,27.74,1.267,Tocantins,Brazil
555052,1888-11-01,26.425,1.339,Tocantins,Brazil
555053,1888-12-01,25.638,1.285,Tocantins,Brazil
555054,1889-01-01,25.555,1.004,Tocantins,Brazil
555055,1889-02-01,25.942,0.971,Tocantins,Brazil
555056,1889-03-01,25.925,1.0659999999999998,Tocantins,Brazil
555057,1889-04-01,26.311,0.89,Tocantins,Brazil
555058,1889-05-01,26.111,0.847,Tocantins,Brazil
555059,1889-06-01,24.388,1.131,Tocantins,Brazil
555060,1889-07-01,25.31600000000001,0.93,Tocantins,Brazil
555061,1889-08-01,26.107,0.972,Tocantins,Brazil
555062,1889-09-01,26.499,0.947,Tocantins,Brazil
555063,1889-10-01,26.357,0.848,Tocantins,Brazil
555064,1889-11-01,25.3,0.949,Tocantins,Brazil
555065,1889-12-01,25.735000000000007,1.187,Tocantins,Brazil
555066,1890-01-01,24.594,1.068,Tocantins,Brazil
555067,1890-02-01,24.745,1.025,Tocantins,Brazil
555068,1890-03-01,24.852,1.083,Tocantins,Brazil
555069,1890-04-01,24.805,1.053,Tocantins,Brazil
555070,1890-05-01,25.108,0.894,Tocantins,Brazil
555071,1890-06-01,24.141,0.8140000000000001,Tocantins,Brazil
555072,1890-07-01,24.992,0.871,Tocantins,Brazil
555073,1890-08-01,26.089,0.851,Tocantins,Brazil
555074,1890-09-01,27.521,0.847,Tocantins,Brazil
555075,1890-10-01,26.524,1.009,Tocantins,Brazil
555076,1890-11-01,25.094,1.225,Tocantins,Brazil
555077,1890-12-01,24.972,0.956,Tocantins,Brazil
555078,1891-01-01,24.468000000000004,0.994,Tocantins,Brazil
555079,1891-02-01,24.358,0.8490000000000001,Tocantins,Brazil
555080,1891-03-01,24.969,0.8370000000000001,Tocantins,Brazil
555081,1891-04-01,25.338,0.7390000000000001,Tocantins,Brazil
555082,1891-05-01,25.183000000000003,0.884,Tocantins,Brazil
555083,1891-06-01,24.979,0.809,Tocantins,Brazil
555084,1891-07-01,24.73,0.774,Tocantins,Brazil
555085,1891-08-01,26.036,0.87,Tocantins,Brazil
555086,1891-09-01,27.132,0.7959999999999999,Tocantins,Brazil
555087,1891-10-01,26.408,0.8440000000000001,Tocantins,Brazil
555088,1891-11-01,25.182,0.778,Tocantins,Brazil
555089,1891-12-01,25.089,0.812,Tocantins,Brazil
555090,1892-01-01,25.04,0.836,Tocantins,Brazil
555091,1892-02-01,24.842,0.843,Tocantins,Brazil
555092,1892-03-01,25.269,0.968,Tocantins,Brazil
555093,1892-04-01,25.267,0.805,Tocantins,Brazil
555094,1892-05-01,25.040000000000006,0.858,Tocantins,Brazil
555095,1892-06-01,24.985,0.865,Tocantins,Brazil
555096,1892-07-01,24.154000000000003,1.224,Tocantins,Brazil
555097,1892-08-01,25.971,0.846,Tocantins,Brazil
555098,1892-09-01,26.922,0.815,Tocantins,Brazil
555099,1892-10-01,26.343000000000004,0.8290000000000001,Tocantins,Brazil
555100,1892-11-01,24.889,0.8809999999999999,Tocantins,Brazil
555101,1892-12-01,24.38000000000001,1.653,Tocantins,Brazil
555102,1893-01-01,23.957,0.836,Tocantins,Brazil
555103,1893-02-01,23.663,0.902,Tocantins,Brazil
555104,1893-03-01,24.69,0.867,Tocantins,Brazil
555105,1893-04-01,25.087,0.926,Tocantins,Brazil
555106,1893-05-01,25.141,0.949,Tocantins,Brazil
555107,1893-06-01,24.674,0.902,Tocantins,Brazil
555108,1893-07-01,24.908,0.969,Tocantins,Brazil
555109,1893-08-01,25.635,0.848,Tocantins,Brazil
555110,1893-09-01,26.476,0.919,Tocantins,Brazil
555111,1893-10-01,26.319000000000003,0.998,Tocantins,Brazil
555112,1893-11-01,24.815,0.846,Tocantins,Brazil
555113,1893-12-01,24.765,0.8290000000000001,Tocantins,Brazil
555114,1894-01-01,25.256,0.951,Tocantins,Brazil
555115,1894-02-01,25.354,0.85,Tocantins,Brazil
555116,1894-03-01,25.46,0.897,Tocantins,Brazil
555117,1894-04-01,25.138,0.862,Tocantins,Brazil
555118,1894-05-01,25.269,0.919,Tocantins,Brazil
555119,1894-06-01,23.872,0.8959999999999999,Tocantins,Brazil
555120,1894-07-01,24.579,0.84,Tocantins,Brazil
555121,1894-08-01,26.223000000000003,0.862,Tocantins,Brazil
555122,1894-09-01,27.308000000000003,0.785,Tocantins,Brazil
555123,1894-10-01,27.238000000000003,0.866,Tocantins,Brazil
555124,1894-11-01,25.511,0.895,Tocantins,Brazil
555125,1894-12-01,24.953000000000007,0.843,Tocantins,Brazil
555126,1895-01-01,24.836,1.135,Tocantins,Brazil
555127,1895-02-01,24.27,0.976,Tocantins,Brazil
555128,1895-03-01,25.008000000000003,0.935,Tocantins,Brazil
555129,1895-04-01,25.703000000000003,0.8590000000000001,Tocantins,Brazil
555130,1895-05-01,25.517000000000003,0.915,Tocantins,Brazil
555131,1895-06-01,24.706,0.893,Tocantins,Brazil
555132,1895-07-01,24.881,0.816,Tocantins,Brazil
555133,1895-08-01,26.542,0.789,Tocantins,Brazil
555134,1895-09-01,26.789,0.855,Tocantins,Brazil
555135,1895-10-01,26.648000000000003,0.7490000000000001,Tocantins,Brazil
555136,1895-11-01,25.482,0.903,Tocantins,Brazil
555137,1895-12-01,25.562,0.981,Tocantins,Brazil
555138,1896-01-01,25.002,0.6759999999999999,Tocantins,Brazil
555139,1896-02-01,25.329,1.111,Tocantins,Brazil
555140,1896-03-01,24.846,0.625,Tocantins,Brazil
555141,1896-04-01,24.898000000000003,0.6940000000000001,Tocantins,Brazil
555142,1896-05-01,25.007,0.762,Tocantins,Brazil
555143,1896-06-01,24.749,1.338,Tocantins,Brazil
555144,1896-07-01,24.94400000000001,0.555,Tocantins,Brazil
555145,1896-08-01,26.498,0.64,Tocantins,Brazil
555146,1896-09-01,27.548,0.6729999999999999,Tocantins,Brazil
555147,1896-10-01,26.683000000000003,0.7959999999999999,Tocantins,Brazil
555148,1896-11-01,25.825,0.8859999999999999,Tocantins,Brazil
555149,1896-12-01,25.859,0.718,Tocantins,Brazil
555150,1897-01-01,25.304,1.385,Tocantins,Brazil
555151,1897-02-01,24.625,0.648,Tocantins,Brazil
555152,1897-03-01,24.992,0.784,Tocantins,Brazil
555153,1897-04-01,25.895,0.787,Tocantins,Brazil
555154,1897-05-01,26.065,0.868,Tocantins,Brazil
555155,1897-06-01,24.295,1.507,Tocantins,Brazil
555156,1897-07-01,24.22300000000001,1.219,Tocantins,Brazil
555157,1897-08-01,26.121,1.005,Tocantins,Brazil
555158,1897-09-01,26.812,0.716,Tocantins,Brazil
555159,1897-10-01,26.763,0.7190000000000001,Tocantins,Brazil
555160,1897-11-01,25.263,0.616,Tocantins,Brazil
555161,1897-12-01,25.513,0.7859999999999999,Tocantins,Brazil
555162,1898-01-01,25.789,1.065,Tocantins,Brazil
555163,1898-02-01,24.993,0.643,Tocantins,Brazil
555164,1898-03-01,25.47,1.212,Tocantins,Brazil
555165,1898-04-01,25.687,0.479,Tocantins,Brazil
555166,1898-05-01,25.369,1.426,Tocantins,Brazil
555167,1898-06-01,25.395,0.7879999999999999,Tocantins,Brazil
555168,1898-07-01,25.270000000000003,0.6920000000000001,Tocantins,Brazil
555169,1898-08-01,26.279,0.8240000000000001,Tocantins,Brazil
555170,1898-09-01,26.662,0.713,Tocantins,Brazil
555171,1898-10-01,26.32,0.578,Tocantins,Brazil
555172,1898-11-01,25.46,0.634,Tocantins,Brazil
555173,1898-12-01,24.701,0.532,Tocantins,Brazil
555174,1899-01-01,24.883000000000003,0.622,Tocantins,Brazil
555175,1899-02-01,24.086,1.749,Tocantins,Brazil
555176,1899-03-01,24.885,1.321,Tocantins,Brazil
555177,1899-04-01,25.598000000000003,1.4409999999999998,Tocantins,Brazil
555178,1899-05-01,25.555,1.028,Tocantins,Brazil
555179,1899-06-01,23.974,0.958,Tocantins,Brazil
555180,1899-07-01,24.475,1.192,Tocantins,Brazil
555181,1899-08-01,26.668000000000003,1.3730000000000002,Tocantins,Brazil
555182,1899-09-01,27.158,0.8140000000000001,Tocantins,Brazil
555183,1899-10-01,26.466,1.061,Tocantins,Brazil
555184,1899-11-01,25.924,0.6709999999999999,Tocantins,Brazil
555185,1899-12-01,25.021,0.804,Tocantins,Brazil
555186,1900-01-01,24.795,0.711,Tocantins,Brazil
555187,1900-02-01,24.81,0.583,Tocantins,Brazil
555188,1900-03-01,26.103,1.061,Tocantins,Brazil
555189,1900-04-01,25.758000000000003,1.35,Tocantins,Brazil
555190,1900-05-01,26.433000000000003,1.861,Tocantins,Brazil
555191,1900-06-01,25.478,1.297,Tocantins,Brazil
555192,1900-07-01,25.754,1.344,Tocantins,Brazil
555193,1900-08-01,26.801,0.596,Tocantins,Brazil
555194,1900-09-01,27.61,0.7340000000000001,Tocantins,Brazil
555195,1900-10-01,27.171,0.6759999999999999,Tocantins,Brazil
555196,1900-11-01,25.774,0.727,Tocantins,Brazil
555197,1900-12-01,25.326,0.568,Tocantins,Brazil
555198,1901-01-01,25.29,0.955,Tocantins,Brazil
555199,1901-02-01,25.544,1.269,Tocantins,Brazil
555200,1901-03-01,25.453000000000003,1.197,Tocantins,Brazil
555201,1901-04-01,25.599,1.285,Tocantins,Brazil
555202,1901-05-01,25.335,0.674,Tocantins,Brazil
555203,1901-06-01,25.319000000000003,0.773,Tocantins,Brazil
555204,1901-07-01,26.290000000000006,0.706,Tocantins,Brazil
555205,1901-08-01,27.61,0.959,Tocantins,Brazil
555206,1901-09-01,27.941,0.924,Tocantins,Brazil
555207,1901-10-01,27.17,0.872,Tocantins,Brazil
555208,1901-11-01,25.613000000000003,0.992,Tocantins,Brazil
555209,1901-12-01,24.301,0.459,Tocantins,Brazil
555210,1902-01-01,25.025,0.965,Tocantins,Brazil
555211,1902-02-01,24.828000000000003,0.612,Tocantins,Brazil
555212,1902-03-01,24.787,0.603,Tocantins,Brazil
555213,1902-04-01,25.376,0.455,Tocantins,Brazil
555214,1902-05-01,25.97300000000001,0.823,Tocantins,Brazil
555215,1902-06-01,25.894,1.4480000000000002,Tocantins,Brazil
555216,1902-07-01,25.692,0.595,Tocantins,Brazil
555217,1902-08-01,26.081,0.851,Tocantins,Brazil
555218,1902-09-01,27.599,0.7,Tocantins,Brazil
555219,1902-10-01,26.474,0.731,Tocantins,Brazil
555220,1902-11-01,25.788,0.514,Tocantins,Brazil
555221,1902-12-01,25.463,0.772,Tocantins,Brazil
555222,1903-01-01,25.146,0.983,Tocantins,Brazil
555223,1903-02-01,25.02,0.809,Tocantins,Brazil
555224,1903-03-01,25.52,0.915,Tocantins,Brazil
555225,1903-04-01,25.675,0.908,Tocantins,Brazil
555226,1903-05-01,25.608,0.984,Tocantins,Brazil
555227,1903-06-01,25.836,0.816,Tocantins,Brazil
555228,1903-07-01,25.571,0.989,Tocantins,Brazil
555229,1903-08-01,26.565,0.625,Tocantins,Brazil
555230,1903-09-01,26.972,0.853,Tocantins,Brazil
555231,1903-10-01,26.301,0.54,Tocantins,Brazil
555232,1903-11-01,25.276,0.59,Tocantins,Brazil
555233,1903-12-01,25.229000000000006,0.768,Tocantins,Brazil
555234,1904-01-01,24.624,0.643,Tocantins,Brazil
555235,1904-02-01,24.673,0.964,Tocantins,Brazil
555236,1904-03-01,24.659,0.665,Tocantins,Brazil
555237,1904-04-01,25.003,1.171,Tocantins,Brazil
555238,1904-05-01,24.66200000000001,0.7909999999999999,Tocantins,Brazil
555239,1904-06-01,24.13,1.235,Tocantins,Brazil
555240,1904-07-01,24.369000000000003,1.534,Tocantins,Brazil
555241,1904-08-01,25.21,1.604,Tocantins,Brazil
555242,1904-09-01,26.128,1.364,Tocantins,Brazil
555243,1904-10-01,25.258000000000003,1.262,Tocantins,Brazil
555244,1904-11-01,24.974,0.8590000000000001,Tocantins,Brazil
555245,1904-12-01,24.692,0.491,Tocantins,Brazil
555246,1905-01-01,24.681,0.759,Tocantins,Brazil
555247,1905-02-01,24.529,0.8009999999999999,Tocantins,Brazil
555248,1905-03-01,24.903,1.167,Tocantins,Brazil
555249,1905-04-01,25.28,0.731,Tocantins,Brazil
555250,1905-05-01,26.92,0.889,Tocantins,Brazil
555251,1905-06-01,25.993,0.691,Tocantins,Brazil
555252,1905-07-01,25.63000000000001,0.8,Tocantins,Brazil
555253,1905-08-01,26.716,0.711,Tocantins,Brazil
555254,1905-09-01,27.36,0.8270000000000001,Tocantins,Brazil
555255,1905-10-01,27.388,0.688,Tocantins,Brazil
555256,1905-11-01,26.361,0.853,Tocantins,Brazil
555257,1905-12-01,25.546000000000006,0.738,Tocantins,Brazil
555258,1906-01-01,24.875,1.173,Tocantins,Brazil
555259,1906-02-01,24.702,0.924,Tocantins,Brazil
555260,1906-03-01,24.781,0.599,Tocantins,Brazil
555261,1906-04-01,25.008000000000003,0.632,Tocantins,Brazil
555262,1906-05-01,25.682,0.937,Tocantins,Brazil
555263,1906-06-01,24.91,1.388,Tocantins,Brazil
555264,1906-07-01,25.104000000000006,0.556,Tocantins,Brazil
555265,1906-08-01,26.714,1.037,Tocantins,Brazil
555266,1906-09-01,26.816,0.482,Tocantins,Brazil
555267,1906-10-01,26.522,0.4320000000000001,Tocantins,Brazil
555268,1906-11-01,25.916,0.7070000000000001,Tocantins,Brazil
555269,1906-12-01,25.398000000000003,0.968,Tocantins,Brazil
555270,1907-01-01,24.826,0.851,Tocantins,Brazil
555271,1907-02-01,24.735,0.652,Tocantins,Brazil
555272,1907-03-01,25.124,1.095,Tocantins,Brazil
555273,1907-04-01,25.601,1.182,Tocantins,Brazil
555274,1907-05-01,25.671000000000006,1.3230000000000002,Tocantins,Brazil
555275,1907-06-01,25.313,1.235,Tocantins,Brazil
555276,1907-07-01,24.038,0.645,Tocantins,Brazil
555277,1907-08-01,25.826,0.7040000000000001,Tocantins,Brazil
555278,1907-09-01,27.67,0.481,Tocantins,Brazil
555279,1907-10-01,26.609,0.402,Tocantins,Brazil
555280,1907-11-01,25.659,0.544,Tocantins,Brazil
555281,1907-12-01,24.975,0.8140000000000001,Tocantins,Brazil
555282,1908-01-01,25.44,0.8270000000000001,Tocantins,Brazil
555283,1908-02-01,25.71,1.654,Tocantins,Brazil
555284,1908-03-01,25.369,1.197,Tocantins,Brazil
555285,1908-04-01,26.036,0.7909999999999999,Tocantins,Brazil
555286,1908-05-01,26.027,0.935,Tocantins,Brazil
555287,1908-06-01,25.297,1.054,Tocantins,Brazil
555288,1908-07-01,25.879,0.782,Tocantins,Brazil
555289,1908-08-01,25.838,1.405,Tocantins,Brazil
555290,1908-09-01,28.009,0.606,Tocantins,Brazil
555291,1908-10-01,26.071,1.4,Tocantins,Brazil
555292,1908-11-01,25.276,0.431,Tocantins,Brazil
555293,1908-12-01,25.841,0.71,Tocantins,Brazil
555294,1909-01-01,25.245,1.348,Tocantins,Brazil
555295,1909-02-01,25.739,1.031,Tocantins,Brazil
555296,1909-03-01,25.48,0.7240000000000001,Tocantins,Brazil
555297,1909-04-01,25.867,0.936,Tocantins,Brazil
555298,1909-05-01,25.215,0.769,Tocantins,Brazil
555299,1909-06-01,25.594,1.005,Tocantins,Brazil
555300,1909-07-01,24.857000000000006,1.164,Tocantins,Brazil
555301,1909-08-01,25.917,1.056,Tocantins,Brazil
555302,1909-09-01,27.214,0.637,Tocantins,Brazil
555303,1909-10-01,26.096,0.826,Tocantins,Brazil
555304,1909-11-01,25.708,0.439,Tocantins,Brazil
555305,1909-12-01,25.110000000000007,0.66,Tocantins,Brazil
555306,1910-01-01,25.072,0.82,Tocantins,Brazil
555307,1910-02-01,25.437,1.058,Tocantins,Brazil
555308,1910-03-01,25.256,0.647,Tocantins,Brazil
555309,1910-04-01,26.004,0.644,Tocantins,Brazil
555310,1910-05-01,24.902,0.725,Tocantins,Brazil
555311,1910-06-01,25.361,0.5539999999999999,Tocantins,Brazil
555312,1910-07-01,25.308000000000003,1.073,Tocantins,Brazil
555313,1910-08-01,26.796,0.439,Tocantins,Brazil
555314,1910-09-01,27.672,0.518,Tocantins,Brazil
555315,1910-10-01,26.64,0.643,Tocantins,Brazil
555316,1910-11-01,25.098000000000003,0.816,Tocantins,Brazil
555317,1910-12-01,24.94,0.561,Tocantins,Brazil
555318,1911-01-01,24.414,0.481,Tocantins,Brazil
555319,1911-02-01,24.99,0.51,Tocantins,Brazil
555320,1911-03-01,24.391,0.595,Tocantins,Brazil
555321,1911-04-01,25.471,0.797,Tocantins,Brazil
555322,1911-05-01,25.491,0.8390000000000001,Tocantins,Brazil
555323,1911-06-01,25.181,0.979,Tocantins,Brazil
555324,1911-07-01,24.548,0.5589999999999999,Tocantins,Brazil
555325,1911-08-01,26.408,0.486,Tocantins,Brazil
555326,1911-09-01,27.23,0.753,Tocantins,Brazil
555327,1911-10-01,26.28,0.514,Tocantins,Brazil
555328,1911-11-01,25.838,0.7809999999999999,Tocantins,Brazil
555329,1911-12-01,25.192,0.44,Tocantins,Brazil
555330,1912-01-01,25.029,0.938,Tocantins,Brazil
555331,1912-02-01,24.615,0.799,Tocantins,Brazil
555332,1912-03-01,24.642,0.412,Tocantins,Brazil
555333,1912-04-01,25.762,0.835,Tocantins,Brazil
555334,1912-05-01,26.110000000000007,0.615,Tocantins,Brazil
555335,1912-06-01,25.644,0.718,Tocantins,Brazil
555336,1912-07-01,24.349,1.031,Tocantins,Brazil
555337,1912-08-01,26.643,0.4370000000000001,Tocantins,Brazil
555338,1912-09-01,26.576,0.479,Tocantins,Brazil
555339,1912-10-01,26.086,0.767,Tocantins,Brazil
555340,1912-11-01,25.363000000000003,0.711,Tocantins,Brazil
555341,1912-12-01,24.65,0.311,Tocantins,Brazil
555342,1913-01-01,25.158,0.556,Tocantins,Brazil
555343,1913-02-01,24.466,0.925,Tocantins,Brazil
555344,1913-03-01,25.583,0.8270000000000001,Tocantins,Brazil
555345,1913-04-01,25.8,0.747,Tocantins,Brazil
555346,1913-05-01,25.151,0.369,Tocantins,Brazil
555347,1913-06-01,25.238000000000003,0.602,Tocantins,Brazil
555348,1913-07-01,24.929,0.856,Tocantins,Brazil
555349,1913-08-01,26.087,0.5529999999999999,Tocantins,Brazil
555350,1913-09-01,27.039,0.715,Tocantins,Brazil
555351,1913-10-01,26.773000000000003,0.614,Tocantins,Brazil
555352,1913-11-01,26.08,0.465,Tocantins,Brazil
555353,1913-12-01,25.387,0.6559999999999999,Tocantins,Brazil
555354,1914-01-01,25.166,0.723,Tocantins,Brazil
555355,1914-02-01,24.879,0.6829999999999999,Tocantins,Brazil
555356,1914-03-01,25.625,0.337,Tocantins,Brazil
555357,1914-04-01,25.822,0.55,Tocantins,Brazil
555358,1914-05-01,25.443,0.956,Tocantins,Brazil
555359,1914-06-01,26.072,0.604,Tocantins,Brazil
555360,1914-07-01,25.697000000000006,0.8009999999999999,Tocantins,Brazil
555361,1914-08-01,25.92,0.6779999999999999,Tocantins,Brazil
555362,1914-09-01,27.814,0.328,Tocantins,Brazil
555363,1914-10-01,27.088,0.382,Tocantins,Brazil
555364,1914-11-01,26.11,0.525,Tocantins,Brazil
555365,1914-12-01,25.545,0.461,Tocantins,Brazil
555366,1915-01-01,25.559,1.004,Tocantins,Brazil
555367,1915-02-01,25.898000000000003,0.907,Tocantins,Brazil
555368,1915-03-01,26.795,0.557,Tocantins,Brazil
555369,1915-04-01,26.904,0.903,Tocantins,Brazil
555370,1915-05-01,27.424,0.8270000000000001,Tocantins,Brazil
555371,1915-06-01,25.315,0.8370000000000001,Tocantins,Brazil
555372,1915-07-01,25.509,0.643,Tocantins,Brazil
555373,1915-08-01,27.165,0.5720000000000001,Tocantins,Brazil
555374,1915-09-01,27.693,0.469,Tocantins,Brazil
555375,1915-10-01,27.102,0.349,Tocantins,Brazil
555376,1915-11-01,25.608,0.373,Tocantins,Brazil
555377,1915-12-01,24.981,0.7390000000000001,Tocantins,Brazil
555378,1916-01-01,24.822,0.6990000000000001,Tocantins,Brazil
555379,1916-02-01,25.12,0.565,Tocantins,Brazil
555380,1916-03-01,24.946,0.8540000000000001,Tocantins,Brazil
555381,1916-04-01,25.602,0.49,Tocantins,Brazil
555382,1916-05-01,25.791,0.443,Tocantins,Brazil
555383,1916-06-01,24.434,0.5589999999999999,Tocantins,Brazil
555384,1916-07-01,24.556,0.635,Tocantins,Brazil
555385,1916-08-01,26.615,0.8590000000000001,Tocantins,Brazil
555386,1916-09-01,28.342,0.435,Tocantins,Brazil
555387,1916-10-01,26.561,0.355,Tocantins,Brazil
555388,1916-11-01,25.54,0.165,Tocantins,Brazil
555389,1916-12-01,24.324,0.472,Tocantins,Brazil
555390,1917-01-01,23.924,0.7190000000000001,Tocantins,Brazil
555391,1917-02-01,23.874,0.856,Tocantins,Brazil
555392,1917-03-01,24.891,0.687,Tocantins,Brazil
555393,1917-04-01,24.867,0.595,Tocantins,Brazil
555394,1917-05-01,23.867,0.669,Tocantins,Brazil
555395,1917-06-01,23.634,0.67,Tocantins,Brazil
555396,1917-07-01,24.397,1.012,Tocantins,Brazil
555397,1917-08-01,25.556,1.106,Tocantins,Brazil
555398,1917-09-01,27.088,1.311,Tocantins,Brazil
555399,1917-10-01,26.109,0.921,Tocantins,Brazil
555400,1917-11-01,25.3,0.604,Tocantins,Brazil
555401,1917-12-01,24.286,0.585,Tocantins,Brazil
555402,1918-01-01,24.416,0.454,Tocantins,Brazil
555403,1918-02-01,24.285,0.738,Tocantins,Brazil
555404,1918-03-01,24.784,0.721,Tocantins,Brazil
555405,1918-04-01,25.4,0.483,Tocantins,Brazil
555406,1918-05-01,25.747,0.504,Tocantins,Brazil
555407,1918-06-01,24.747,0.402,Tocantins,Brazil
555408,1918-07-01,24.645000000000003,0.677,Tocantins,Brazil
555409,1918-08-01,25.652,0.604,Tocantins,Brazil
555410,1918-09-01,27.11,0.465,Tocantins,Brazil
555411,1918-10-01,26.536,0.445,Tocantins,Brazil
555412,1918-11-01,25.702,0.338,Tocantins,Brazil
555413,1918-12-01,25.214,0.379,Tocantins,Brazil
555414,1919-01-01,25.234,0.6579999999999999,Tocantins,Brazil
555415,1919-02-01,25.488000000000003,0.725,Tocantins,Brazil
555416,1919-03-01,25.941,1.007,Tocantins,Brazil
555417,1919-04-01,26.216,1.25,Tocantins,Brazil
555418,1919-05-01,26.759,0.941,Tocantins,Brazil
555419,1919-06-01,25.621,1.155,Tocantins,Brazil
555420,1919-07-01,25.144,1.127,Tocantins,Brazil
555421,1919-08-01,25.425,0.867,Tocantins,Brazil
555422,1919-09-01,27.211,0.512,Tocantins,Brazil
555423,1919-10-01,27.033,0.377,Tocantins,Brazil
555424,1919-11-01,25.523000000000003,0.573,Tocantins,Brazil
555425,1919-12-01,25.007,0.4370000000000001,Tocantins,Brazil
555426,1920-01-01,25.205,0.491,Tocantins,Brazil
555427,1920-02-01,25.172,0.846,Tocantins,Brazil
555428,1920-03-01,25.291,0.562,Tocantins,Brazil
555429,1920-04-01,25.602,1.516,Tocantins,Brazil
555430,1920-05-01,24.953000000000007,0.902,Tocantins,Brazil
555431,1920-06-01,24.642,0.866,Tocantins,Brazil
555432,1920-07-01,24.565,0.905,Tocantins,Brazil
555433,1920-08-01,25.564,0.412,Tocantins,Brazil
555434,1920-09-01,26.795,0.4270000000000001,Tocantins,Brazil
555435,1920-10-01,26.697,0.392,Tocantins,Brazil
555436,1920-11-01,25.584,0.45,Tocantins,Brazil
555437,1920-12-01,24.806,0.333,Tocantins,Brazil
555438,1921-01-01,24.818,0.296,Tocantins,Brazil
555439,1921-02-01,24.916,0.411,Tocantins,Brazil
555440,1921-03-01,25.392,0.518,Tocantins,Brazil
555441,1921-04-01,25.186,0.34,Tocantins,Brazil
555442,1921-05-01,25.575000000000006,0.51,Tocantins,Brazil
555443,1921-06-01,23.28,1.577,Tocantins,Brazil
555444,1921-07-01,23.672,0.772,Tocantins,Brazil
555445,1921-08-01,26.738000000000003,0.7090000000000001,Tocantins,Brazil
555446,1921-09-01,26.934,0.431,Tocantins,Brazil
555447,1921-10-01,26.736,0.507,Tocantins,Brazil
555448,1921-11-01,25.369,0.682,Tocantins,Brazil
555449,1921-12-01,25.198,0.267,Tocantins,Brazil
555450,1922-01-01,25.233,0.315,Tocantins,Brazil
555451,1922-02-01,25.352,0.412,Tocantins,Brazil
555452,1922-03-01,25.479,0.342,Tocantins,Brazil
555453,1922-04-01,25.92,0.382,Tocantins,Brazil
555454,1922-05-01,25.724,0.324,Tocantins,Brazil
555455,1922-06-01,25.189,0.217,Tocantins,Brazil
555456,1922-07-01,24.680000000000003,0.524,Tocantins,Brazil
555457,1922-08-01,26.939,0.542,Tocantins,Brazil
