,dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
0,1855-05-01,25.544,1.171,Acre,Brazil
1,1855-06-01,24.228,1.103,Acre,Brazil
2,1855-07-01,24.371,1.044,Acre,Brazil
3,1855-08-01,25.427,1.073,Acre,Brazil
4,1855-09-01,25.675,1.014,Acre,Brazil
5,1855-10-01,25.442,1.179,Acre,Brazil
6,1855-11-01,25.4,1.064,Acre,Brazil
7,1855-12-01,24.1,1.7180000000000002,Acre,Brazil
8,1856-01-01,25.814,1.159,Acre,Brazil
9,1856-02-01,24.658,1.147,Acre,Brazil
10,1856-03-01,24.659,1.547,Acre,Brazil
11,1856-04-01,24.907,1.186,Acre,Brazil
12,1856-05-01,24.418000000000003,1.168,Acre,Brazil
13,1856-06-01,24.93,1.355,Acre,Brazil
14,1856-07-01,,,Acre,Brazil
15,1856-08-01,24.615,1.053,Acre,Brazil
16,1856-09-01,25.15,1.093,Acre,Brazil
17,1856-10-01,25.196,1.048,Acre,Brazil
18,1856-11-01,25.441,1.102,Acre,Brazil
19,1856-12-01,25.362,1.382,Acre,Brazil
20,1857-01-01,,,Acre,Brazil
21,1857-02-01,,,Acre,Brazil
22,1857-03-01,,,Acre,Brazil
23,1857-04-01,,,Acre,Brazil
24,1857-05-01,,,Acre,Brazil
25,1857-06-01,,,Acre,Brazil
26,1857-07-01,,,Acre,Brazil
27,1857-08-01,,,Acre,Brazil
28,1857-09-01,,,Acre,Brazil
29,1857-10-01,,,Acre,Brazil
30,1857-11-01,,,Acre,Brazil
31,1857-12-01,,,Acre,Brazil
32,1858-01-01,,,Acre,Brazil
33,1858-02-01,,,Acre,Brazil
34,1858-03-01,,,Acre,Brazil
35,1858-04-01,,,Acre,Brazil
36,1858-05-01,,,Acre,Brazil
37,1858-06-01,,,Acre,Brazil
38,1858-07-01,,,Acre,Brazil
39,1858-08-01,,,Acre,Brazil
40,1858-09-01,,,Acre,Brazil
41,1858-10-01,,,Acre,Brazil
42,1858-11-01,,,Acre,Brazil
43,1858-12-01,,,Acre,Brazil
44,1859-01-01,,,Acre,Brazil
45,1859-02-01,,,Acre,Brazil
46,1859-03-01,,,Acre,Brazil
47,1859-04-01,,,Acre,Brazil
48,1859-05-01,,,Acre,Brazil
49,1859-06-01,,,Acre,Brazil
50,1859-07-01,,,Acre,Brazil
51,1859-08-01,,,Acre,Brazil
52,1859-09-01,,,Acre,Brazil
53,1859-10-01,,,Acre,Brazil
54,1859-11-01,,,Acre,Brazil
55,1859-12-01,,,Acre,Brazil
56,1860-01-01,,,Acre,Brazil
57,1860-02-01,,,Acre,Brazil
58,1860-03-01,,,Acre,Brazil
59,1860-04-01,,,Acre,Brazil
60,1860-05-01,,,Acre,Brazil
61,1860-06-01,,,Acre,Brazil
62,1860-07-01,,,Acre,Brazil
63,1860-08-01,,,Acre,Brazil
64,1860-09-01,,,Acre,Brazil
65,1860-10-01,,,Acre,Brazil
66,1860-11-01,,,Acre,Brazil
67,1860-12-01,,,Acre,Brazil
68,1861-01-01,,,Acre,Brazil
69,1861-02-01,,,Acre,Brazil
70,1861-03-01,,,Acre,Brazil
71,1861-04-01,,,Acre,Brazil
72,1861-05-01,,,Acre,Brazil
73,1861-06-01,,,Acre,Brazil
74,1861-07-01,,,Acre,Brazil
75,1861-08-01,,,Acre,Brazil
76,1861-09-01,,,Acre,Brazil
77,1861-10-01,,,Acre,Brazil
78,1861-11-01,,,Acre,Brazil
79,1861-12-01,,,Acre,Brazil
80,1862-01-01,,,Acre,Brazil
81,1862-02-01,,,Acre,Brazil
82,1862-03-01,,,Acre,Brazil
83,1862-04-01,,,Acre,Brazil
84,1862-05-01,,,Acre,Brazil
85,1862-06-01,,,Acre,Brazil
86,1862-07-01,,,Acre,Brazil
87,1862-08-01,,,Acre,Brazil
88,1862-09-01,,,Acre,Brazil
89,1862-10-01,,,Acre,Brazil
90,1862-11-01,,,Acre,Brazil
91,1862-12-01,,,Acre,Brazil
92,1863-01-01,,,Acre,Brazil
93,1863-02-01,,,Acre,Brazil
94,1863-03-01,,,Acre,Brazil
95,1863-04-01,,,Acre,Brazil
96,1863-05-01,,,Acre,Brazil
97,1863-06-01,,,Acre,Brazil
98,1863-07-01,,,Acre,Brazil
99,1863-08-01,,,Acre,Brazil
100,1863-09-01,,,Acre,Brazil
101,1863-10-01,,,Acre,Brazil
102,1863-11-01,,,Acre,Brazil
103,1863-12-01,,,Acre,Brazil
104,1864-01-01,,,Acre,Brazil
105,1864-02-01,,,Acre,Brazil
106,1864-03-01,,,Acre,Brazil
107,1864-04-01,,,Acre,Brazil
108,1864-05-01,,,Acre,Brazil
109,1864-06-01,,,Acre,Brazil
110,1864-07-01,,,Acre,Brazil
111,1864-08-01,,,Acre,Brazil
112,1864-09-01,,,Acre,Brazil
113,1864-10-01,,,Acre,Brazil
114,1864-11-01,,,Acre,Brazil
115,1864-12-01,,,Acre,Brazil
116,1865-01-01,,,Acre,Brazil
117,1865-02-01,,,Acre,Brazil
118,1865-03-01,,,Acre,Brazil
119,1865-04-01,,,Acre,Brazil
120,1865-05-01,,,Acre,Brazil
121,1865-06-01,,,Acre,Brazil
122,1865-07-01,,,Acre,Brazil
123,1865-08-01,,,Acre,Brazil
124,1865-09-01,,,Acre,Brazil
125,1865-10-01,,,Acre,Brazil
126,1865-11-01,,,Acre,Brazil
127,1865-12-01,,,Acre,Brazil
128,1866-01-01,,,Acre,Brazil
129,1866-02-01,,,Acre,Brazil
130,1866-03-01,,,Acre,Brazil
131,1866-04-01,,,Acre,Brazil
132,1866-05-01,,,Acre,Brazil
133,1866-06-01,,,Acre,Brazil
134,1866-07-01,,,Acre,Brazil
135,1866-08-01,,,Acre,Brazil
136,1866-09-01,,,Acre,Brazil
137,1866-10-01,,,Acre,Brazil
138,1866-11-01,,,Acre,Brazil
139,1866-12-01,,,Acre,Brazil
140,1867-01-01,,,Acre,Brazil
141,1867-02-01,,,Acre,Brazil
142,1867-03-01,,,Acre,Brazil
143,1867-04-01,,,Acre,Brazil
144,1867-05-01,,,Acre,Brazil
145,1867-06-01,,,Acre,Brazil
146,1867-07-01,,,Acre,Brazil
147,1867-08-01,,,Acre,Brazil
148,1867-09-01,,,Acre,Brazil
149,1867-10-01,,,Acre,Brazil
150,1867-11-01,,,Acre,Brazil
151,1867-12-01,,,Acre,Brazil
152,1868-01-01,,,Acre,Brazil
153,1868-02-01,,,Acre,Brazil
154,1868-03-01,,,Acre,Brazil
155,1868-04-01,,,Acre,Brazil
156,1868-05-01,,,Acre,Brazil
157,1868-06-01,,,Acre,Brazil
158,1868-07-01,,,Acre,Brazil
159,1868-08-01,,,Acre,Brazil
160,1868-09-01,,,Acre,Brazil
161,1868-10-01,,,Acre,Brazil
162,1868-11-01,,,Acre,Brazil
163,1868-12-01,,,Acre,Brazil
164,1869-01-01,,,Acre,Brazil
165,1869-02-01,,,Acre,Brazil
166,1869-03-01,,,Acre,Brazil
167,1869-04-01,,,Acre,Brazil
168,1869-05-01,,,Acre,Brazil
169,1869-06-01,,,Acre,Brazil
170,1869-07-01,,,Acre,Brazil
171,1869-08-01,,,Acre,Brazil
172,1869-09-01,,,Acre,Brazil
173,1869-10-01,,,Acre,Brazil
174,1869-11-01,,,Acre,Brazil
175,1869-12-01,,,Acre,Brazil
176,1870-01-01,,,Acre,Brazil
177,1870-02-01,,,Acre,Brazil
178,1870-03-01,,,Acre,Brazil
179,1870-04-01,,,Acre,Brazil
180,1870-05-01,,,Acre,Brazil
181,1870-06-01,,,Acre,Brazil
182,1870-07-01,,,Acre,Brazil
183,1870-08-01,,,Acre,Brazil
184,1870-09-01,,,Acre,Brazil
185,1870-10-01,,,Acre,Brazil
186,1870-11-01,,,Acre,Brazil
187,1870-12-01,,,Acre,Brazil
188,1871-01-01,,,Acre,Brazil
189,1871-02-01,,,Acre,Brazil
190,1871-03-01,,,Acre,Brazil
191,1871-04-01,,,Acre,Brazil
192,1871-05-01,,,Acre,Brazil
193,1871-06-01,,,Acre,Brazil
194,1871-07-01,,,Acre,Brazil
195,1871-08-01,,,Acre,Brazil
196,1871-09-01,,,Acre,Brazil
197,1871-10-01,,,Acre,Brazil
198,1871-11-01,,,Acre,Brazil
199,1871-12-01,,,Acre,Brazil
200,1872-01-01,,,Acre,Brazil
201,1872-02-01,,,Acre,Brazil
202,1872-03-01,,,Acre,Brazil
203,1872-04-01,,,Acre,Brazil
204,1872-05-01,,,Acre,Brazil
205,1872-06-01,,,Acre,Brazil
206,1872-07-01,,,Acre,Brazil
207,1872-08-01,,,Acre,Brazil
208,1872-09-01,,,Acre,Brazil
209,1872-10-01,,,Acre,Brazil
210,1872-11-01,,,Acre,Brazil
211,1872-12-01,,,Acre,Brazil
212,1873-01-01,25.725,1.148,Acre,Brazil
213,1873-02-01,26.052,1.364,Acre,Brazil
214,1873-03-01,25.462,1.097,Acre,Brazil
215,1873-04-01,25.463,1.513,Acre,Brazil
216,1873-05-01,25.733,1.347,Acre,Brazil
217,1873-06-01,25.318,1.52,Acre,Brazil
218,1873-07-01,24.956,1.102,Acre,Brazil
219,1873-08-01,25.936,1.19,Acre,Brazil
220,1873-09-01,26.32,1.307,Acre,Brazil
221,1873-10-01,,,Acre,Brazil
222,1873-11-01,,,Acre,Brazil
223,1873-12-01,,,Acre,Brazil
224,1874-01-01,25.696,1.4369999999999998,Acre,Brazil
225,1874-02-01,25.777,1.216,Acre,Brazil
226,1874-03-01,24.512,1.1909999999999998,Acre,Brazil
227,1874-04-01,25.34,1.222,Acre,Brazil
228,1874-05-01,25.217,1.041,Acre,Brazil
229,1874-06-01,,,Acre,Brazil
230,1874-07-01,25.022,1.3090000000000002,Acre,Brazil
231,1874-08-01,25.594,1.115,Acre,Brazil
232,1874-09-01,26.313,1.149,Acre,Brazil
233,1874-10-01,26.184,1.071,Acre,Brazil
234,1874-11-01,25.579,1.077,Acre,Brazil
235,1874-12-01,25.439,1.163,Acre,Brazil
236,1875-01-01,25.263,1.168,Acre,Brazil
237,1875-02-01,25.235,1.167,Acre,Brazil
238,1875-03-01,24.946,1.168,Acre,Brazil
239,1875-04-01,24.943,1.131,Acre,Brazil
240,1875-05-01,24.688,1.182,Acre,Brazil
241,1875-06-01,23.995,1.666,Acre,Brazil
242,1875-07-01,24.534,1.1,Acre,Brazil
243,1875-08-01,24.816,1.13,Acre,Brazil
244,1875-09-01,25.328000000000003,1.065,Acre,Brazil
245,1875-10-01,25.645,1.161,Acre,Brazil
246,1875-11-01,24.972,1.155,Acre,Brazil
247,1875-12-01,25.06,1.044,Acre,Brazil
248,1876-01-01,,,Acre,Brazil
249,1876-02-01,,,Acre,Brazil
250,1876-03-01,,,Acre,Brazil
251,1876-04-01,,,Acre,Brazil
252,1876-05-01,,,Acre,Brazil
253,1876-06-01,,,Acre,Brazil
254,1876-07-01,,,Acre,Brazil
255,1876-08-01,,,Acre,Brazil
256,1876-09-01,,,Acre,Brazil
257,1876-10-01,,,Acre,Brazil
258,1876-11-01,,,Acre,Brazil
259,1876-12-01,,,Acre,Brazil
260,1877-01-01,,,Acre,Brazil
261,1877-02-01,,,Acre,Brazil
262,1877-03-01,,,Acre,Brazil
263,1877-04-01,,,Acre,Brazil
264,1877-05-01,,,Acre,Brazil
265,1877-06-01,,,Acre,Brazil
266,1877-07-01,,,Acre,Brazil
267,1877-08-01,,,Acre,Brazil
268,1877-09-01,,,Acre,Brazil
269,1877-10-01,,,Acre,Brazil
270,1877-11-01,,,Acre,Brazil
271,1877-12-01,,,Acre,Brazil
272,1878-01-01,,,Acre,Brazil
273,1878-02-01,,,Acre,Brazil
274,1878-03-01,,,Acre,Brazil
275,1878-04-01,,,Acre,Brazil
276,1878-05-01,,,Acre,Brazil
277,1878-06-01,,,Acre,Brazil
278,1878-07-01,,,Acre,Brazil
279,1878-08-01,,,Acre,Brazil
280,1878-09-01,,,Acre,Brazil
281,1878-10-01,,,Acre,Brazil
282,1878-11-01,,,Acre,Brazil
283,1878-12-01,,,Acre,Brazil
284,1879-01-01,,,Acre,Brazil
285,1879-02-01,,,Acre,Brazil
286,1879-03-01,,,Acre,Brazil
287,1879-04-01,,,Acre,Brazil
288,1879-05-01,,,Acre,Brazil
289,1879-06-01,,,Acre,Brazil
290,1879-07-01,,,Acre,Brazil
291,1879-08-01,,,Acre,Brazil
292,1879-09-01,,,Acre,Brazil
293,1879-10-01,,,Acre,Brazil
294,1879-11-01,,,Acre,Brazil
295,1879-12-01,,,Acre,Brazil
296,1880-01-01,,,Acre,Brazil
297,1880-02-01,24.959,1.025,Acre,Brazil
298,1880-03-01,25.172,1.142,Acre,Brazil
299,1880-04-01,24.768,1.11,Acre,Brazil
300,1880-05-01,25.23,1.099,Acre,Brazil
301,1880-06-01,24.74,1.177,Acre,Brazil
302,1880-07-01,24.989,1.103,Acre,Brazil
303,1880-08-01,25.786,1.128,Acre,Brazil
304,1880-09-01,25.225,1.4380000000000002,Acre,Brazil
305,1880-10-01,25.614,1.089,Acre,Brazil
306,1880-11-01,25.641,1.4240000000000002,Acre,Brazil
307,1880-12-01,25.173,1.102,Acre,Brazil
308,1881-01-01,,,Acre,Brazil
309,1881-02-01,25.289,1.087,Acre,Brazil
310,1881-03-01,25.644,1.075,Acre,Brazil
311,1881-04-01,25.707,1.12,Acre,Brazil
312,1881-05-01,25.531,1.03,Acre,Brazil
313,1881-06-01,24.178,1.0759999999999998,Acre,Brazil
314,1881-07-01,24.687,1.044,Acre,Brazil
315,1881-08-01,25.404,1.045,Acre,Brazil
316,1881-09-01,26.786,1.085,Acre,Brazil
317,1881-10-01,26.287,1.005,Acre,Brazil
318,1881-11-01,25.358,1.063,Acre,Brazil
319,1881-12-01,26.172,1.198,Acre,Brazil
320,1882-01-01,26.263,1.057,Acre,Brazil
321,1882-02-01,25.827,1.117,Acre,Brazil
322,1882-03-01,25.671,1.127,Acre,Brazil
323,1882-04-01,24.75,1.028,Acre,Brazil
324,1882-05-01,25.178,1.047,Acre,Brazil
325,1882-06-01,23.994,1.06,Acre,Brazil
326,1882-07-01,24.084,1.261,Acre,Brazil
327,1882-08-01,25.646,1.044,Acre,Brazil
328,1882-09-01,26.178,1.068,Acre,Brazil
329,1882-10-01,25.698,1.026,Acre,Brazil
330,1882-11-01,25.156,1.149,Acre,Brazil
331,1882-12-01,24.46,1.065,Acre,Brazil
332,1883-01-01,25.179,1.0590000000000002,Acre,Brazil
333,1883-02-01,24.728,1.057,Acre,Brazil
334,1883-03-01,25.648000000000003,1.15,Acre,Brazil
335,1883-04-01,25.027,1.144,Acre,Brazil
336,1883-05-01,25.124,1.291,Acre,Brazil
337,1883-06-01,,,Acre,Brazil
338,1883-07-01,24.214,0.994,Acre,Brazil
339,1883-08-01,24.988000000000003,1.039,Acre,Brazil
340,1883-09-01,25.744,1.018,Acre,Brazil
341,1883-10-01,26.271,1.199,Acre,Brazil
342,1883-11-01,24.993,1.047,Acre,Brazil
343,1883-12-01,25.508000000000003,1.034,Acre,Brazil
344,1884-01-01,25.195,1.202,Acre,Brazil
345,1884-02-01,25.3,0.995,Acre,Brazil
346,1884-03-01,24.807,1.173,Acre,Brazil
347,1884-04-01,24.636,1.083,Acre,Brazil
348,1884-05-01,24.151,1.014,Acre,Brazil
349,1884-06-01,23.782,1.099,Acre,Brazil
350,1884-07-01,24.294,1.009,Acre,Brazil
351,1884-08-01,25.743,1.099,Acre,Brazil
352,1884-09-01,,,Acre,Brazil
353,1884-10-01,25.474,1.127,Acre,Brazil
354,1884-11-01,25.659,1.216,Acre,Brazil
355,1884-12-01,25.373,1.432,Acre,Brazil
356,1885-01-01,,,Acre,Brazil
357,1885-02-01,,,Acre,Brazil
358,1885-03-01,,,Acre,Brazil
359,1885-04-01,,,Acre,Brazil
360,1885-05-01,,,Acre,Brazil
361,1885-06-01,,,Acre,Brazil
362,1885-07-01,,,Acre,Brazil
363,1885-08-01,,,Acre,Brazil
364,1885-09-01,,,Acre,Brazil
365,1885-10-01,,,Acre,Brazil
366,1885-11-01,,,Acre,Brazil
367,1885-12-01,,,Acre,Brazil
368,1886-01-01,24.811,0.987,Acre,Brazil
369,1886-02-01,24.038,1.32,Acre,Brazil
370,1886-03-01,24.393,1.3030000000000002,Acre,Brazil
371,1886-04-01,24.795,1.229,Acre,Brazil
372,1886-05-01,24.501,1.0,Acre,Brazil
373,1886-06-01,24.118,1.189,Acre,Brazil
374,1886-07-01,24.54,0.968,Acre,Brazil
375,1886-08-01,25.284,0.968,Acre,Brazil
376,1886-09-01,26.299,1.213,Acre,Brazil
377,1886-10-01,25.944000000000003,1.124,Acre,Brazil
378,1886-11-01,25.434,1.0590000000000002,Acre,Brazil
379,1886-12-01,,,Acre,Brazil
380,1887-01-01,24.206,1.126,Acre,Brazil
381,1887-02-01,24.697,1.2,Acre,Brazil
382,1887-03-01,25.036,1.088,Acre,Brazil
383,1887-04-01,24.968000000000004,1.021,Acre,Brazil
384,1887-05-01,25.016,1.041,Acre,Brazil
385,1887-06-01,,,Acre,Brazil
386,1887-07-01,,,Acre,Brazil
387,1887-08-01,25.661,1.06,Acre,Brazil
388,1887-09-01,26.128,1.062,Acre,Brazil
389,1887-10-01,26.017,1.025,Acre,Brazil
390,1887-11-01,25.805,1.115,Acre,Brazil
391,1887-12-01,25.42,1.124,Acre,Brazil
392,1888-01-01,25.224,1.188,Acre,Brazil
393,1888-02-01,24.843000000000004,1.158,Acre,Brazil
394,1888-03-01,24.831,1.07,Acre,Brazil
395,1888-04-01,25.098000000000003,1.064,Acre,Brazil
396,1888-05-01,24.737,1.061,Acre,Brazil
397,1888-06-01,24.093000000000004,1.083,Acre,Brazil
398,1888-07-01,25.015,1.021,Acre,Brazil
399,1888-08-01,25.434,1.014,Acre,Brazil
400,1888-09-01,,,Acre,Brazil
401,1888-10-01,,,Acre,Brazil
402,1888-11-01,,,Acre,Brazil
403,1888-12-01,,,Acre,Brazil
404,1889-01-01,,,Acre,Brazil
405,1889-02-01,,,Acre,Brazil
406,1889-03-01,,,Acre,Brazil
407,1889-04-01,,,Acre,Brazil
408,1889-05-01,,,Acre,Brazil
409,1889-06-01,,,Acre,Brazil
410,1889-07-01,,,Acre,Brazil
411,1889-08-01,,,Acre,Brazil
412,1889-09-01,,,Acre,Brazil
413,1889-10-01,,,Acre,Brazil
414,1889-11-01,,,Acre,Brazil
415,1889-12-01,,,Acre,Brazil
416,1890-01-01,,,Acre,Brazil
417,1890-02-01,,,Acre,Brazil
418,1890-03-01,,,Acre,Brazil
419,1890-04-01,,,Acre,Brazil
420,1890-05-01,,,Acre,Brazil
421,1890-06-01,,,Acre,Brazil
422,1890-07-01,,,Acre,Brazil
423,1890-08-01,,,Acre,Brazil
424,1890-09-01,,,Acre,Brazil
425,1890-10-01,,,Acre,Brazil
426,1890-11-01,,,Acre,Brazil
427,1890-12-01,,,Acre,Brazil
428,1891-01-01,24.325,1.165,Acre,Brazil
429,1891-02-01,25.044,1.164,Acre,Brazil
430,1891-03-01,25.155,0.95,Acre,Brazil
431,1891-04-01,24.893,0.935,Acre,Brazil
432,1891-05-01,24.923,0.8690000000000001,Acre,Brazil
433,1891-06-01,24.464,0.889,Acre,Brazil
434,1891-07-01,24.441,0.878,Acre,Brazil
435,1891-08-01,25.483,0.888,Acre,Brazil
436,1891-09-01,26.211,0.872,Acre,Brazil
437,1891-10-01,25.734,0.972,Acre,Brazil
438,1891-11-01,25.467,0.8959999999999999,Acre,Brazil
439,1891-12-01,25.537,0.957,Acre,Brazil
440,1892-01-01,25.154,0.851,Acre,Brazil
441,1892-02-01,25.369,0.879,Acre,Brazil
442,1892-03-01,24.963,0.967,Acre,Brazil
443,1892-04-01,24.825,0.878,Acre,Brazil
444,1892-05-01,24.556,0.8959999999999999,Acre,Brazil
445,1892-06-01,24.123,0.95,Acre,Brazil
446,1892-07-01,24.321,0.892,Acre,Brazil
447,1892-08-01,24.847,0.983,Acre,Brazil
448,1892-09-01,26.233,0.843,Acre,Brazil
449,1892-10-01,26.054,1.01,Acre,Brazil
450,1892-11-01,25.28,0.931,Acre,Brazil
451,1892-12-01,25.433000000000003,1.02,Acre,Brazil
452,1893-01-01,24.103,0.77,Acre,Brazil
453,1893-02-01,24.542,0.741,Acre,Brazil
454,1893-03-01,24.735,1.325,Acre,Brazil
455,1893-04-01,25.396,0.7140000000000001,Acre,Brazil
456,1893-05-01,24.559,0.949,Acre,Brazil
457,1893-06-01,23.408,1.758,Acre,Brazil
458,1893-07-01,24.277,1.493,Acre,Brazil
459,1893-08-01,25.16,0.743,Acre,Brazil
460,1893-09-01,26.175,0.95,Acre,Brazil
461,1893-10-01,26.352,0.8540000000000001,Acre,Brazil
462,1893-11-01,25.739,0.713,Acre,Brazil
463,1893-12-01,26.117,1.3969999999999998,Acre,Brazil
464,1894-01-01,24.773000000000003,0.924,Acre,Brazil
465,1894-02-01,25.312,0.8859999999999999,Acre,Brazil
466,1894-03-01,25.552,0.994,Acre,Brazil
467,1894-04-01,24.873,0.905,Acre,Brazil
468,1894-05-01,24.983,0.935,Acre,Brazil
469,1894-06-01,23.918000000000003,1.092,Acre,Brazil
470,1894-07-01,24.511,0.865,Acre,Brazil
471,1894-08-01,25.342,0.8859999999999999,Acre,Brazil
472,1894-09-01,26.257,0.913,Acre,Brazil
473,1894-10-01,26.16,0.909,Acre,Brazil
474,1894-11-01,26.105,1.023,Acre,Brazil
475,1894-12-01,25.696,1.047,Acre,Brazil
476,1895-01-01,24.926,1.058,Acre,Brazil
477,1895-02-01,24.692,0.982,Acre,Brazil
478,1895-03-01,25.481,0.848,Acre,Brazil
479,1895-04-01,25.661,0.899,Acre,Brazil
480,1895-05-01,25.119,0.953,Acre,Brazil
481,1895-06-01,24.816,0.982,Acre,Brazil
482,1895-07-01,24.821,0.8740000000000001,Acre,Brazil
483,1895-08-01,25.898000000000003,1.007,Acre,Brazil
484,1895-09-01,26.659,1.093,Acre,Brazil
485,1895-10-01,26.476,0.8740000000000001,Acre,Brazil
486,1895-11-01,25.844,0.838,Acre,Brazil
487,1895-12-01,25.977,1.042,Acre,Brazil
488,1896-01-01,25.306,0.964,Acre,Brazil
489,1896-02-01,25.413,0.883,Acre,Brazil
490,1896-03-01,25.427,0.996,Acre,Brazil
491,1896-04-01,25.171,0.934,Acre,Brazil
492,1896-05-01,25.513,0.936,Acre,Brazil
493,1896-06-01,24.566,1.032,Acre,Brazil
494,1896-07-01,25.466,1.186,Acre,Brazil
495,1896-08-01,26.249,1.115,Acre,Brazil
496,1896-09-01,26.935,1.016,Acre,Brazil
497,1896-10-01,26.646,0.897,Acre,Brazil
498,1896-11-01,25.923,1.1,Acre,Brazil
499,1896-12-01,25.703000000000003,0.85,Acre,Brazil
500,1897-01-01,25.384,1.015,Acre,Brazil
501,1897-02-01,25.634,0.967,Acre,Brazil
502,1897-03-01,25.751,1.204,Acre,Brazil
503,1897-04-01,25.979,0.868,Acre,Brazil
504,1897-05-01,25.554,0.959,Acre,Brazil
505,1897-06-01,24.644,0.8440000000000001,Acre,Brazil
506,1897-07-01,24.256,1.4780000000000002,Acre,Brazil
507,1897-08-01,25.449,0.928,Acre,Brazil
508,1897-09-01,26.149,0.884,Acre,Brazil
509,1897-10-01,26.476,0.916,Acre,Brazil
510,1897-11-01,25.395,0.971,Acre,Brazil
511,1897-12-01,25.726,0.895,Acre,Brazil
512,1898-01-01,25.959,1.02,Acre,Brazil
513,1898-02-01,25.224,1.052,Acre,Brazil
514,1898-03-01,24.315,1.1740000000000002,Acre,Brazil
515,1898-04-01,25.382,1.019,Acre,Brazil
516,1898-05-01,24.88,0.8390000000000001,Acre,Brazil
517,1898-06-01,24.078000000000003,1.837,Acre,Brazil
518,1898-07-01,24.712,0.8390000000000001,Acre,Brazil
519,1898-08-01,25.647,1.156,Acre,Brazil
520,1898-09-01,25.887,0.949,Acre,Brazil
521,1898-10-01,25.605,1.334,Acre,Brazil
522,1898-11-01,25.786,0.924,Acre,Brazil
523,1898-12-01,24.933000000000003,1.123,Acre,Brazil
524,1899-01-01,25.815,1.038,Acre,Brazil
525,1899-02-01,24.771,0.767,Acre,Brazil
526,1899-03-01,25.006,0.915,Acre,Brazil
527,1899-04-01,25.597,0.969,Acre,Brazil
528,1899-05-01,24.947,0.9,Acre,Brazil
529,1899-06-01,24.644,0.8590000000000001,Acre,Brazil
530,1899-07-01,24.269,1.127,Acre,Brazil
531,1899-08-01,25.634,0.962,Acre,Brazil
532,1899-09-01,26.241,1.053,Acre,Brazil
533,1899-10-01,26.014,1.518,Acre,Brazil
534,1899-11-01,26.611,0.878,Acre,Brazil
535,1899-12-01,25.495,0.969,Acre,Brazil
536,1900-01-01,25.732,1.08,Acre,Brazil
537,1900-02-01,26.05,1.08,Acre,Brazil
538,1900-03-01,26.574,0.894,Acre,Brazil
539,1900-04-01,25.947,1.192,Acre,Brazil
540,1900-05-01,25.557,0.856,Acre,Brazil
541,1900-06-01,24.907,1.14,Acre,Brazil
542,1900-07-01,24.663,0.726,Acre,Brazil
543,1900-08-01,25.641,0.8240000000000001,Acre,Brazil
544,1900-09-01,26.379,0.8059999999999999,Acre,Brazil
545,1900-10-01,26.887,0.809,Acre,Brazil
546,1900-11-01,26.477,0.916,Acre,Brazil
547,1900-12-01,26.433000000000003,1.236,Acre,Brazil
548,1901-01-01,25.893,0.768,Acre,Brazil
549,1901-02-01,26.056,1.098,Acre,Brazil
550,1901-03-01,25.966,0.812,Acre,Brazil
551,1901-04-01,25.729,1.07,Acre,Brazil
552,1901-05-01,25.46,1.582,Acre,Brazil
553,1901-06-01,24.88,0.889,Acre,Brazil
554,1901-07-01,25.037,0.654,Acre,Brazil
555,1901-08-01,26.3,1.096,Acre,Brazil
556,1901-09-01,26.623,0.816,Acre,Brazil
557,1901-10-01,26.38,0.795,Acre,Brazil
558,1901-11-01,25.737,0.606,Acre,Brazil
559,1901-12-01,25.299,0.679,Acre,Brazil
560,1902-01-01,25.36,0.7879999999999999,Acre,Brazil
561,1902-02-01,24.837,0.69,Acre,Brazil
562,1902-03-01,25.051,0.946,Acre,Brazil
563,1902-04-01,25.141,1.117,Acre,Brazil
564,1902-05-01,25.627,1.153,Acre,Brazil
565,1902-06-01,25.014,1.053,Acre,Brazil
566,1902-07-01,25.516,0.835,Acre,Brazil
567,1902-08-01,26.121,0.915,Acre,Brazil
568,1902-09-01,26.621,1.084,Acre,Brazil
569,1902-10-01,26.337,0.8340000000000001,Acre,Brazil
570,1902-11-01,26.433000000000003,1.032,Acre,Brazil
571,1902-12-01,25.786,1.145,Acre,Brazil
572,1903-01-01,26.236,0.938,Acre,Brazil
573,1903-02-01,26.762,1.245,Acre,Brazil
574,1903-03-01,25.877,0.6920000000000001,Acre,Brazil
575,1903-04-01,25.165,0.809,Acre,Brazil
576,1903-05-01,24.686,0.934,Acre,Brazil
577,1903-06-01,24.298,0.708,Acre,Brazil
578,1903-07-01,24.57,1.101,Acre,Brazil
579,1903-08-01,25.082,0.68,Acre,Brazil
580,1903-09-01,25.782,1.65,Acre,Brazil
581,1903-10-01,25.975,0.74,Acre,Brazil
582,1903-11-01,25.398000000000003,0.5489999999999999,Acre,Brazil
583,1903-12-01,24.777,0.789,Acre,Brazil
584,1904-01-01,25.116,1.4469999999999998,Acre,Brazil
585,1904-02-01,25.042,1.204,Acre,Brazil
586,1904-03-01,25.226,1.185,Acre,Brazil
587,1904-04-01,24.906,0.858,Acre,Brazil
588,1904-05-01,24.895,1.601,Acre,Brazil
589,1904-06-01,25.041,1.361,Acre,Brazil
590,1904-07-01,24.528,1.165,Acre,Brazil
591,1904-08-01,25.91,1.43,Acre,Brazil
592,1904-09-01,26.233,1.088,Acre,Brazil
593,1904-10-01,26.104,0.943,Acre,Brazil
594,1904-11-01,26.118,0.894,Acre,Brazil
